"key"	"Authors..Primary"	"Title.Primary"	"Pub.Year"	"Periodical.Full"	"Periodical.Abbrev"	"Keywords"
91	"Parraga Martinez,J."	"The Influence of the Topography and Vegetation on Forest Soils of the Camarate Sierra-Nevada Spain"	1983	"Anales de Edafologia y Agrobiologia"	" "	"Agriculture;Environmental Sciences & Ecology;Forestry;Nutrition & Dietetics"
92	"Rasmont,P."	"Catalogue commente des bourdons de la region ouest-palearctique (Hymenoptera, Apoidea, Apidae)."	1983	"Notes Fauniques de Gembloux"	" "	"Zoology;Bombini [Catalogues / / West] [Palaearctic region / / Annotated catalogue] [Belgium / / Faunal list]. Megabombus (Megabombus) reinigiellus [Spain / / Sierra Nevada;New species]."
93	"TERCEDOR,JA"	"A New Species of the Genus Oligoneuriella (Ephemeroptera, Oligoneuriidae) from Spain"	1983	"Aquatic Insects"	"Aquat.Insects"	"Entomology ER"
94	"[Anonymous]"	"Tenth annual meeting of the European Bone Marrow Transplantation Group 1984. Sierra Nevada (Granada), Spain, 29 January - 1 February 1984. Abstracts."	1984	"Experimental hematology"	"Exp.Hematol."	"Transplantation (provided by Thomson Reuters)"
95	"Alba-Tercedor,J."	"Ecologia, distribucion y ciclos de desarrollo de efemeroteros de Sierra Nevada (Granada, Espana). 2. Baetidae (Insecta, Ephemeroptera)."	1984	"Limnetica"	" "	"Developmental Biology;Zoology;Environmental Sciences & Ecology;Marine & Freshwater Biology;Baetis;Centroptilum luteolum;Cloeon cognatum [Life cycle / / ] [Age class distribution / / Seasonal variation] [Distribution within habitat / / Streams] [Stream / / Distribution & ecology] [Spain / / Granada;Sierra Nevada]."
96	"Baldizzone,G."	"Deux nouvelles especes du genre Infurcitinea Spuler (Tineidae)."	1984	"Nota Lepidopterologica"	"Nota Lepidopterol."	"Zoology;Infurcitinea gaedikei;Infurcitinea peterseni [Spain / / Andalusia;Sierra Nevada;New species]."
97	"DOMMERGUES,JL;MOUTERDE,R.;RIVAS,P."	"A False Polymorphid - Dubariceras, a New Genus of the Ammonita from the Mesogean Carixian"	1984	"Geobios"	" "	"Paleontology ER"
98	"MORTEN,L.;PUGA,E."	"Blades of Olivines and Orthopyroxenes in Ultramafic Rocks from the Cerro-Del-Almirez, Sierra-Nevada Complex, Spain - Relics of Quench-Textured Harzburgites"	1984	"Neues Jahrbuch Fur Mineralogie-Monatshefte"	" "	"Mineralogy ER"
99	"Ortega Bernaldo De Quiros,E."	"Edaphoclimate of the South-Southeast Part of Sierra-Nevada Spain"	1984	"Anales de Edafologia y Agrobiologia"	" "	"Meteorology & Atmospheric Sciences;Science & Technology - Other Topics;Agriculture"
100	"Perez-Chiscano,J. L.;de Lope Rebollo,F."	"Observaciones ornitologicas en la zona alta de Sierra Nevada."	1984	"Alytes (Merida)"	" "	"Environmental Sciences & Ecology;Zoology;Aves [Species diversity / / Mountain zones] [Zonation / / Mountain communities] [Mountain habitat / / Zonation of communities] [Spain / / Sierra Nevada;Mountain fauna zonation]."
101	"Stary,J.;Mendl,H."	"Zwei neue Protogonomyia-Arten aus Europa (Diptera, Limoniidae)."	1984	"Nachrichtenblatt der Bayerischen Entomologen"	"Nachrichtenbl.Bayer.Entomol."	"Zoology;Ellipteroides (Protogonomyia) adrastea [Czechoslovakia / / Moravia;New species]. Ellipteroides (Protogonomyia) ida [Spain / / Sierra Nevada;New species]."
102	"STEINMANN,H."	"The Dermaptera Material in the Museo-Civico Di-Storia-Naturale-Di-Verona (Italy)"	1984	"Acta Zoologica Hungarica"	" "	"Zoology ER"
103	"Zamora,R.;Camacho,I."	"Evolucion estacional de la comunidad de aves en un encinar de Sierra Nevada."	1984	"Donana Acta Vertebrata"	" "	"Environmental Sciences & Ecology;Zoology;Aves [Trophic structure / / Mountain range] [Community structure / / Seasonal changes;mountain] [Seasonal abundance / / ] [Mountain habitat / / Community structure variations] [Spain / / Sierra Nevada]."
104	"Zamora,R.;Camacho,I."	"Evolucion estacional de la comunidad de aves en un robledal de Sierra Nevada."	1984	"Donana Acta Vertebrata"	" "	"Environmental Sciences & Ecology;Zoology;Forestry;Aves [Relative abundance / / Resident vs migratory species;oak trees] [Species diversity / / ] [Population censuses / / Sierra Nevada] [Population density / / Oak tree habitat relationship] [Seasonal abundance / / ] [Forest / / Oak;community structure] [Spain / / Oak forest community structure]."
105	"d'Hondt,J. -P"	"Liste des lepidopteres rhopaloceres captures ou observes dans la Sierra Nevada (Espagne). (Fin juillet 1983 et pendant le premiere moitie de juillet 1985)."	1985	"Cercle des Lepidopteristes de Belgique Bulletin"	" "	"Zoology;Rhopalocera [Spain / / Sierra Nevada;Annotated faunal list;summer]."
106	"Gonzalez,M. A.;Botosaneanu,L."	"Study of 3 Hydropsyche-Spp from Spain Described by F. Schmid Insecta Trichoptera"	1985	"Bulletin Zoologisch Museum Universiteit van Amsterdam"	" "	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology"
107	"Gusenleitner,J."	"Neue Leptochilus-Arten aus dem Mittelmeergebiet und dem Iran (Hymenoptera, Eumenidae)."	1985	"Entomofauna"	"Entomofauna"	"Zoology;Leptochilus (Lionotulus) ebmeri [Crete / / Ida Oros;New species]. Leptochilus (Lionotulus) fuscipes;Leptochilus (Lionotulus) ressli [Iran / / New species]. Leptochilus (Lionotulus) hethiticus;Leptochilus (Lionotulus) nigroclypeus [Turkey / / New species]. Leptochilus (Lionotulus) schachti [Spain / / Sierra Nevada;New species]."
108	"Madero,A.;Tinaut,A."	"Distribucion altitudinal de lo vespidos en Sierra Nevada (Granada, Espana) Hymenoptera, Vespidae)."	1985	"Actas do Congresso Iberico de Entomologia"	" "	"Environmental Sciences & Ecology;Zoology;Vespidae [Vertical distribution / / Altitudinal] [Spain / / Sierra Nevada;Altitudinal distribution including new locality records]."
109	"Parraga Martinez,J."	"The Soil of Repopulated Forests of Pinus-Sylvestris and Pinus-Uncinata of the Deep Valley of the Chico River Southern Versant of the Sierra Nevada Spain"	1985	"Anales de Edafologia y Agrobiologia"	" "	"Forestry;Agriculture"
110	"Parraga Martinez,J.;Serrano Molina,E."	"The Xerumbrepts of Mountain Shrubbery from South Versant of Sierra Nevada Granada Spain"	1985	"Anales de Edafologia y Agrobiologia"	" "	"Biochemistry & Molecular Biology;Agriculture"
111	"Ruiz Rejon,C.;Ruiz Rejon,M."	"Chromosomal Polymorphism for a Heterochromatic Supernumerary Segment in a Natural Population of Tulipa-Australis Liliaceae"	1985	"Canadian Journal of Genetics and Cytology"	" "	"Cell Biology;Genetics & Heredity"
112	"Sainz-Cantero,C. E.;Sanchez-Ortega,A.;Alba-Tercedor,J."	"Datos de distribucion y autoecologia de los coleopteros Dryopoidea en Sierra Nevada (Espana)."	1985	"Actas do Congresso Iberico de Entomologia"	" "	"Environmental Sciences & Ecology;Zoology;Dryopoidea [Water / / Hydrological influences on distribution] [Spain / / Sierra Nevada;Distribution;hydrological influences & 6 first records]."
113	"Traugott-Olsen,E."	"Five new Elachista species from Sierra Nevada."	1985	"SHILAP Revista de Lepidopterologia"	" "	"Zoology;Elachista [Spain / / Sierra Nevada;New species]."
114	"Traugott-Olsen,E."	"Three new Elachista-species & supplement to the description of the five n. sp. from Sierra Nevada: Shilap Revta. Lepid. Vol. 13 no. 49 (1985): 73-79."	1985	"SHILAP Revista de Lepidopterologia"	" "	"Zoology;Elachista [Spain / / Supplementary descriptions & illustrations]. Elachista coeneni [France / / Drome;Cole de la Chaudiere;New species]. Elachista neapolisella;Elachista nedaella [Crete / / New species]."
115	"Traugott-Olsen,E."	"Una neuva cita de Earias vernana (Huebner 1799) para la peninsula iberica."	1985	"SHILAP Revista de Lepidopterologia"	" "	"Nutrition & Dietetics;Zoology;Earias vernana [Food plants / / Populus alba;Record] [Spain / / Sierra Nevada;Granada;New distribution record for Iberian Peninsula]."
116	"Valle,F."	"Map of the Vegetation Series of the Sierra-Nevada Mountains Spain"	1985	"Ecologia Mediterranea"	" "	"Life Sciences & Biomedicine - Other Topics;Meteorology & Atmospheric Sciences;Biodiversity & Conservation;Environmental Sciences & Ecology"
117	"VISERAS,E.;CAMACHO,JPM"	"The B-Chromosome System of Omocestus-Bolivari - Changes in B-Behaviour in M4-Polysomic B-Males"	1985	"Heredity"	"Heredity"	"Environmental Sciences & Ecology;Evolutionary Biology;Genetics & Heredity ER"
118	"Aguilar Ruiz,J.;Fernandez Garcia,J.;Rodriguez Rebollo,T.;Sierra Ruiz De La Fuente,C."	"Classification Problems of some Soils in the Sierra Nevada Spain"	1986	"Anales de Edafologia y Agrobiologia"	" "	"Meteorology & Atmospheric Sciences;Agriculture"
119	"Avila,J. M.;Pascual,F."	"Contribucion al estudio de los escarabeidos coprofagos de Sierra Nevada. 2. Relaciones con la vertiente, naturaleza del suelo y el grado de dureza, humedad y vegetacion del sustrato (Coleoptera, Scarabaeoidea)."	1986	"Boletim da Sociedade Portuguesa de Entomologia"	"Bol.Soc.Port.Entomol."	"Environmental Sciences & Ecology;Zoology;Agriculture;Meteorology & Atmospheric Sciences;Scarabaeoidea [Relative abundance / / ] [Distribution within habitat / / Dung] [Dung habitat / / ] [Soil substrate / / hardness & abundance relationships] [Humidity / / Soil;abundance relationships] [Spain / / Sierra Nevada;dung habitat & soil substrate relationships]."
120	"CABRERO,J.;CAMACHO,JPM"	"Chiasma Distribution and Centromere Orientation in a Spontaneous Interchange in the Grasshopper Chorthippus-Vagans"	1986	"Canadian Journal of Genetics and Cytology"	" "	"Cell Biology;Genetics & Heredity ER"
121	"Laville,H."	"The Chironomids Diptera of several High Altitude Lagunas of the Sierra-Nevada Granada Spain"	1986	"Annales de Limnologie"	"Ann.Limnol."	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Anatomy & Morphology"
122	"Losa Quintana,J. M.;Perez Raya,F."	"The Rupicolous Communities of the Malacitano-Almijarense Sector of Sierra Nevada Granada Spain"	1986	"Boletin de la Real Sociedad Espanola de Historia Natural Seccion Biologica"	" "	"Environmental Sciences & Ecology"
123	"Mota,J. F.;Valle,F."	"New Data for the Flora of Sierra Nevada Andalusia Spain"	1986	"Webbia"	"Webbia"	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology"
124	"OLOWOKUDEJO,JD"	"The Morphological Variation and Geographical-Distribution of Biscutella-Glacialis (Boiss-Et-Reuter) Jordan in Spain"	1986	"Folia Geobotanica & Phytotaxonomica"	" "	"Plant Sciences ER"
125	"Ortega,A.;Buendia,A. G."	"Contribution to the Mycological Catalogue of the Sierra Nevada Granada Spain"	1986	"International Journal of Mycology and Lichenology"	" "	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology"
126	"Perez Raya,F.;Casares Porcel,M."	"Palynological Study on the Genus Asplenium L. in Sierra Nevada Andalusia Spain"	1986	"Candollea"	"Candollea"	"Plant Sciences;Anatomy & Morphology;Life Sciences & Biomedicine - Other Topics"
127	"SENTIS,C.;SANTOS,J.;FERNANDEZPIQUERAS,J."	"C-Heterochromatin Polymorphism in Baetica-Ustulata - Intraindividual Variation and Fluorescence Banding-Patterns"	1986	"Chromosoma"	"Chromosoma"	"Biochemistry & Molecular Biology;Genetics & Heredity ER"
128	"VELILLA,N.;HACHALI,PF"	"The Composition and Zoning of Metabasite Garnets in the Sierra-Nevada (Betic-Cordillera, Se Spain)"	1986	"Neues Jahrbuch Fur Mineralogie-Abhandlungen"	" "	"Mineralogy ER"
129	"ALBATERCEDOR,J.;SOWA,R."	"New Representatives of the Rhithrogena-Diaphana-Group from Continental Europe, with a Redescription of Rhithrogena-Diaphana Navas, 1917 (Ephemeroptera, Heptageniidae)"	1987	"Aquatic Insects"	"Aquat.Insects"	"Entomology ER"
130	"Avila Sanchez-Jofre,J. M.;Pascual Torres,F."	"Contribucion al estudio de los escarabeidos coprofagos de Sierra Nevada (Granada). 6. Autoecologia de las especies. Familia Aphodiidae (Coleoptera, Scarabaeoidea)."	1987	"Boletim da Sociedade Portuguesa de Entomologia"	"Bol.Soc.Port.Entomol."	"Nutrition & Dietetics;Zoology;Environmental Sciences & Ecology;Aphodius [Coprophagy / / Autoecology] [Ecology / / Coprophagous species accounts] [Seasonal abundance / / ] [Vertical distribution / / ] [Habitat preference / / ] [Spain / / Granada;Sierra Nevada;Coprophagous species ecology]."
131	"Avila,J. M.;Pascual,F."	"Contribution to the Study of the Coprophagous Scarabaeoidea from the Sierra Nevada Spain I. Introduction and Species List Coleoptera Scarabaeoidea"	1987	"Boletin de la Asociacion Espanola de Entomologia"	"Bol.Asoc.Esp.Entomol."	"Life Sciences & Biomedicine - Other Topics"
132	"Braga,J. C.;Martin,J. M."	"Sedimentacion ciclica lagunar y bioconstrucciones asociadas en el Trias superior Alpujarride."	1987	"Cuadernos de Geologia Iberica"	" "	"Paleontology;Zoology;Animalia [Fossil assemblages / / ] [Spain / / Sierra Nevada] [Triassic / / ]."
133	"CALVOFLORES,RD;CALVOFLORES,GD;MOLINA,ES;MARTINEZ,JP"	"Analysis of some Changes in Soils of Sierra-Nevada (Granada, Spain) Induced by Reforestation with Conifers"	1987	"Agrochimica"	"Agrochimica"	"Chemistry;Agriculture ER"
134	"CRUZPIZARRO,L.;MORALES,R."	"Taxonomic and Ecological Notes on Hexarthra-Bulgarica from High Mountain Lakes and Ponds in the Sierra-Nevada (Spain)"	1987	"Hydrobiologia"	"Hydrobiologia"	"Marine & Freshwater Biology ER"
135	"Madero Montero,A.;Tinaut Ranera,A."	"Fenologia de los vespidos (Hym. Vespidae) en Sierra Nevada (Granada, Espana)."	1987	"Boletin de la Asociacion Espanola de Entomologia"	"Bol.Asoc.Esp.Entomol."	"Environmental Sciences & Ecology;Zoology;Vespidae [Community structure / / Altitudinal influences] [Mountain habitat / / Altitude influence on community structure] [Altitude / / Community structure relationships] [Spain / / Granada;Sierra Nevada;Mountain community structure;altitudinal relationships]."
136	"Montero,A. M.;Ranera,A. T."	"Phenology of the Vespidae in Sierra Nevada Granada Spain Hymenoptera Vespidae"	1987	"Boletin de la Asociacion Espanola de Entomologia"	"Bol.Asoc.Esp.Entomol."	"Behavioral Sciences;Physiology;Meteorology & Atmospheric Sciences;Environmental Sciences & Ecology"
137	"Morales Baquero,R."	"Distribucion de los rotiferos de la zona litoral de las lagunas de alta montana de Sierra Nevada, Espana."	1987	"Limnetica"	" "	"Environmental Sciences & Ecology;Zoology;Marine & Freshwater Biology;Meteorology & Atmospheric Sciences;Rotifera [Distribution within habitat / / Littoral zones;high mountain lakes & ponds;abiotic factors] [Lake / / High mountain;influences & comparisons] [Pond / / ] [Chemical factors / / Distribution relations] [Temperature / / ] [Spain / / Granada;Sierra Nevada;Distribution;littoral zones of high mountain lakes & ponds;influences]."
138	"MORALESBAQUERO,R."	"Rotifer Fauna of Lakes and Ponds Over 2500m Above Sea-Level in the Serra Nevada, Spain, with Description of a New Subspecies"	1987	"Hydrobiologia"	"Hydrobiologia"	"Marine & Freshwater Biology ER"
139	"Pascual Torres,F."	"Contribution to the Study of Coprophagic Scarabids from the Sierra Nevada Granada Spain Vi. Autecology of the Species of the Family Aphodiidae Coleoptera Scarabaeoidea"	1987	"Boletim da Sociedade Portuguesa de Entomologia"	"Bol.Soc.Port.Entomol."	"Life Sciences & Biomedicine - Other Topics;Gastroenterology & Hepatology;Environmental Sciences & Ecology;Physiology"
140	"PEREIRA,I.;CASARES,M.;LLIMONA,X."	"Notes on the Hydrophilic Lichens of the Sierra-Nevada of Southern Spain (Granada)"	1987	"Cryptogamie Bryologie Lichenologie"	" "	"Plant Sciences ER"
141	"Perez,L."	"The Biochemical Diversity of Heterotrophic Bacterial Communities in High Mountain Lakes from Sierra Nevada Granada Spain"	1987	"Acta Hydrobiologica"	" "	"Environmental Sciences & Ecology;Marine & Freshwater Biology;Physiology;Life Sciences & Biomedicine - Other Topics"
142	"Ruiz Rejon,C.;Lozano,R.;Ruiz Rejon,M."	"Polysomy and Supernumerary Chromosomes in Ornithogalum-Umbellatum L. Liliaceae"	1987	"Genome"	"Genome"	"Cell Biology;Genetics & Heredity"
143	"Sainz Cantero,C. E.;Sanchez Ortega,A.;Alba Tercedor,J."	"Distribution and Autoecology of Hydraenidae in the Sierra Nevada Spain Insecta Coleoptera"	1987	"Boletin de la Asociacion Espanola de Entomologia"	"Bol.Asoc.Esp.Entomol."	"Behavioral Sciences;Physiology;Meteorology & Atmospheric Sciences;Environmental Sciences & Ecology;Marine & Freshwater Biology"
144	"Sainz Cantero,C. E.;Sanchez Ortega,A.;Alba Tercedor,J."	"Distribucion y autoecologia de Hydraenidae (Col.) en Sierra Nevada (Espana)."	1987	"Boletin de la Asociacion Espanola de Entomologia"	"Bol.Asoc.Esp.Entomol."	"Environmental Sciences & Ecology;Zoology;Marine & Freshwater Biology;Hydraenidae [Distribution within habitat / / Mountain streams;influencing factors] [Stream / / Distribution in mountain habitat] [Water / / Hydrological factors affecting distribution in mountain streams] [Spain / / Sierra Nevada;Distribution in mountain streams]."
145	"SANCHEZCASTILLO,PM"	"Study of the Life-Cycle of Korshikoviella-Gracilipes (Lambert) Silva (Chlorococcales, Chlorophyta)"	1987	"Phycologia"	"Phycologia"	"Plant Sciences;Marine & Freshwater Biology ER"
146	"SANCHEZCASTILLO,PM"	"A New Taxon of the Genus Chromulina - Chromulina-Nevadensis Sanchez,p.M. Sp-Nov"	1987	"Cryptogamie Algologie"	" "	"Plant Sciences;Marine & Freshwater Biology ER"
147	"Soldan,T."	"[The Spanish Sierra Nevada and its natural history.]"	1987	"Ziva"	" "	"Zoology;Animalia [Spain / / Sierra Nevada;Annotated species distribution records]."
148	"Vilchez Quero,A.;Casas Jimenez,J."	"Quironomidos (Diptera) de los rios de Sierra Nevada (Granada, Espana)."	1987	" "	" "	"Environmental Sciences & Ecology;Zoology;Marine & Freshwater Biology;Chironomidae [Community structure / / Mountain rivers] [Distribution within habitat / / ] [River / / Mountain;community structure & distribution] [Mountain habitat / / ] [Spain / / Sierra Nevada;Species list & 6 first records;rivers]."
149	"Zamora Rodriguez,R."	"Variaciones altitudinales en la composicion de las comunidades nidificantes de aves de Sierra Nevada (Sur de Espana)."	1987	"Donana Acta Vertebrata"	" "	"Environmental Sciences & Ecology;Zoology;Aves [Community structure / / Altitude relationship] [Population density / / ] [Altitude / / Community structure relationships] [Spain / / Sierra Nevada]."
150	"ALADOS,CL;ESCOS,J."	"Parturition Dates and Mother-Kid Behavior in Spanish Ibex (Capra-Pyrenaica) in Spain"	1988	"Journal of mammalogy"	"J.Mammal."	"Zoology ER"
151	"Avila,J. M.;Pascual,F."	"Contribution to the Knowledge of Coprophagous Scarabs Coleoptera Scarabaeoidea of the Sierra Nevada Spain Iii. Altitudinal and Temporal Distribution"	1988	"Museo Regionale di Scienze Naturali Bollettino (Turin)"	" "	"Meteorology & Atmospheric Sciences;Environmental Sciences & Ecology;Physiology"
152	"Avila,J. M.;Pascual,Y. F."	"Contribution to the Study of the Coprophagous Scarabaeidae from the Sierra Nevada Spain V. Autoecology of Species of the Families Scarabaeidae and Geotrupidae Coleoptera Scarabaeoidea"	1988	"EOS-Revista Espanola de Entomologia"	" "	"Life Sciences & Biomedicine - Other Topics;Physiology;Developmental Biology;Environmental Sciences & Ecology;Mathematical & Computational Biology"
153	"Diaz,M.;Soler,M. D.;Benitez,R.;Ruiz,I.;Perez,J. M."	"Presence of supernumerary peripheral setae on the scutum of specimens belonging to subgenus Neotrombicula Hirst, 1915 (Acari: Trombiculidae)."	1988	" "	" "	"Parasitology;Zoology;Anatomy & Morphology;Entomology;Microtus nivalis [Arachnid parasites / / Neotrombicula (Neotrombicula);Parasite systematics] [Spain / / Sierra Nevada;Arachnid parasite systematics]. Neotrombicula (Neotrombicula) [Idiosoma / / Scutum;supernumerary peripheral setae;Systematic implications] [Sclerites / / ] [Chaetae / / Supernumerary peripheral on scutum] [Mammalian hosts / / Microtus nivalis;Supernumerary peripheral setae on scutum] [Spain / / Sierra Nevada]."
154	"Evers,A. M. J."	"Synopsis of the Monophylum of Attalus-Tristis Luc. with a Description of a New Species Attalus-Santiagoi New-Species in the Southwestern Palearctic 71st Contribution to the Knowledge of the Malachiidae"	1988	"Entomologische Blaetter fuer Biologie und Systematik der Kaefer"	" "	"Life Sciences & Biomedicine - Other Topics;Anatomy & Morphology"
155	"FAVARGER,C.;FELINER,GN"	"On the Races of Arenaria-Tetraquetra L (Caryophyllaceae)"	1988	"Botanical Journal of the Linnean Society"	"Bot.J.Linn.Soc."	"Plant Sciences ER"
156	"Gonzalez Moline,A. L.;Tinaut Ranera,J. A.;Gomez Sanchez,R."	"Evolucion estacional de la entomofauna del suelo en un robledal (Quercus pyrenaica Willde) de Sierra Nevada."	1988	"Actas do Congresso Iberico de Entomologia"	" "	"Environmental Sciences & Ecology;Zoology;Forestry;Agriculture;Meteorology & Atmospheric Sciences;Arthropoda [Community structure / / Oakwood forest soil;effect of climate] [Forest and woodland / / Oakwood community structure & distribution] [Soil habitat / / ] [Climate and weather / / Oakwood forest soil community structure relationship] [Spain / / Sierra Nevada;Oakwood forest soil community structure]."
157	"Hinz,W.;Kuiper,J. G. J.;Biedermann,W."	"On the Fauna of Pisidium-Spp and Other Freshwater Molluscs in the Province of Granada South Spain"	1988	"Malakologische Abhandlungen (Dresden)"	" "	"Life Sciences & Biomedicine - Other Topics;Environmental Sciences & Ecology;Marine & Freshwater Biology;Physiology"
